;Symbol;model;number_correct_entries;number_entries;percent_correct_entries;simulate_entry;simulate_return;simulate_variation;first_entry;last_entry
27;ACQ-USD;Xv_pb_10N_15d;19;31;0,6129032258064516;3100;2486,933730959416;-0,19776331259373672;2024-01-26;2024-05-06
28;ACQ-USD;Xv_pb_10P_30d;0;28;0,0;2800;1782,6321252512444;-0,363345669553127;2024-03-21;2024-05-06
29;ADA-USD;Xv_pb_20N_30d;6;76;0,07894736842105263;7600;8136,745117772254;0,07062435760161238;2024-01-01;2024-06-11
30;ADA-USD;lr_pb_10N_30d;5;15;0,3333333333333333;1500;1576,3449679164164;0,05089664527761094;2024-01-01;2024-06-10
31;ADA-USD;Xv_pb_10N_15d;18;120;0,15;12000;11870,112009349607;-0,010823999220866123;2024-01-21;2024-07-10
32;ADA-USD;Xv_pb_10P_30d;26;80;0,325;8000;7970,192832489299;-0,0037258959388376525;2024-01-01;2024-04-05
33;ADA-USD;Xv_pb_10N_30d;1;3;0,3333333333333333;300;278,68146885139345;-0,07106177049535517;2024-01-05;2024-04-12
34;ADS-USD;lr_pb_10N_30d;4;5;0,8;500;432,80813263092443;-0,13438373473815113;2024-03-13;2024-03-19
35;ADS-USD;Xv_pb_10N_15d;1;10;0,1;1000;1005,2856173664283;0,005285617366428255;2024-03-15;2024-03-25
36;ADS-USD;Xv_pb_10P_30d;0;20;0,0;2000;1661,3778636567372;-0,1693110681716314;2024-03-08;2024-04-04
37;ADX-USD;Xv_pb_20N_30d;14;82;0,17073170731707318;8200;7836,497445172442;-0,04432957985701927;2024-01-02;2024-07-01
38;ADX-USD;lr_pb_10N_30d;28;84;0,3333333333333333;8400;9016,607069126896;0,07340560346748762;2024-01-01;2024-06-25
39;ADX-USD;Xv_pb_10N_15d;24;125;0,192;12500;12598,94252945033;0,007915402356026462;2024-01-18;2024-07-10
40;ADX-USD;Xv_pb_10P_30d;28;66;0,42424242424242425;6600;6736,799093051656;0,020727135310857;2024-01-01;2024-05-23
41;ADX-USD;Xv_pb_10N_30d;1;3;0,3333333333333333;300;293,5238656888149;-0,021587114370616972;2024-04-22;2024-04-24
42;AERGO-USD;Xv_pb_20N_30d;14;49;0,2857142857142857;4900;4733,225147097683;-0,03403568426577907;2024-01-01;2024-05-11
43;AERGO-USD;lr_pb_10N_30d;8;28;0,2857142857142857;2800;3185,5190818149485;0,13768538636248162;2024-01-11;2024-05-19
44;AERGO-USD;Xv_pb_10N_15d;24;139;0,17266187050359713;13900;14051,320803225191;0,010886388721236793;2024-01-11;2024-07-10
45;AERGO-USD;Xv_pb_10P_30d;5;27;0,18518518518518517;2700;2354,866686006801;-0,12782715333081443;2024-01-01;2024-04-17
46;AERGO-USD;Xv_pb_10N_30d;2;6;0,3333333333333333;600;555,5705222077869;-0,07404912965368851;2024-01-08;2024-04-24
47;AGLD-USD;Xv_pb_20N_30d;27;117;0,23076923076923078;11700;11787,509950540187;0,007479482952152715;2024-01-01;2024-07-10
48;AGLD-USD;lr_pb_10N_30d;1;41;0,024390243902439025;4100;4812,622084027276;0,17381026439689665;2024-01-01;2024-02-28
49;AGLD-USD;Xv_pb_10N_15d;31;108;0,28703703703703703;10800;11285,42781714623;0,04494702010613242;2024-01-21;2024-07-10
50;AGLD-USD;Xv_pb_10P_30d;34;123;0,2764227642276423;12300;11701,421836715068;-0,04866489132397822;2024-01-01;2024-06-21
51;AGLD-USD;Xv_pb_10N_30d;1;22;0,045454545454545456;2200;2114,785591234245;-0,03873382216625218;2024-01-03;2024-06-21
52;AI-USD;Xv_pb_20N_30d;0;1;0,0;100;108,3808951009428;0,08380895100942794;2024-01-03;2024-01-03
53;AI-USD;Xv_pb_10P_30d;0;1;0,0;100;108,3808951009428;0,08380895100942794;2024-01-03;2024-01-03
54;AIEPK-USD;Xv_pb_20N_30d;6;10;0,6;1000;725,2985566412862;-0,2747014433587138;2024-03-16;2024-04-14
55;AIEPK-USD;lr_pb_10N_30d;7;7;1,0;700;354,7900312180394;-0,4931570982599437;2024-03-10;2024-03-17
56;AIEPK-USD;Xv_pb_10N_15d;20;27;0,7407407407407407;2700;2130,5694006534377;-0,21090022198020825;2024-03-04;2024-05-05
57;AIEPK-USD;Xv_pb_10P_30d;0;20;0,0;2000;1435,8895822502;-0,28205520887490004;2024-02-29;2024-04-11
58;AIOZ-USD;Xv_pb_20N_30d;34;127;0,2677165354330709;12700;13831,116018875906;0,08906425345479574;2024-01-01;2024-07-10
59;AIOZ-USD;lr_pb_10N_30d;20;65;0,3076923076923077;6500;9715,924429483022;0,4947576045358496;2024-01-01;2024-06-14
60;AIOZ-USD;Xv_pb_10N_15d;21;78;0,2692307692307692;7800;9162,646749244266;0,17469830118516233;2024-01-19;2024-07-10
61;AIOZ-USD;Xv_pb_10P_30d;42;113;0,37168141592920356;11300;14602,722709048108;0,2922763459334609;2024-01-01;2024-06-08
62;AIPAD-USD;Xv_pb_20N_30d;8;15;0,5333333333333333;1500;1191,9140067302171;-0,20539066217985524;2024-04-03;2024-04-26
63;AIPAD-USD;lr_pb_10N_30d;12;28;0,42857142857142855;2800;2857,565408805201;0,020559074573286092;2024-01-01;2024-03-19
64;AIPAD-USD;Xv_pb_10N_15d;45;107;0,4205607476635514;10700;10025,956046535684;-0,0629947620060108;2024-01-19;2024-07-10
65;AIPAD-USD;Xv_pb_10P_30d;19;59;0,3220338983050847;5900;5876,1694568585635;-0,004039075108718045;2024-01-01;2024-05-23
66;AIPAD-USD;Xv_pb_10N_30d;0;7;0,0;700;702,1776254311267;0,0031108934730381017;2024-01-03;2024-02-02
67;AITECH-USD;Xv_pb_20N_30d;28;56;0,5;5600;4459,176708983555;-0,2037184448243652;2024-04-02;2024-07-10
68;AITECH-USD;lr_pb_10N_30d;7;7;1,0;700;479,2268053273219;-0,3153902781038258;2024-05-18;2024-06-25
69;AITECH-USD;Xv_pb_10N_15d;51;86;0,5930232558139535;8600;7608,8163557620655;-0,11525391212069006;2024-03-20;2024-07-10
70;AITECH-USD;Xv_pb_10P_30d;0;26;0,0;2600;2090,959129463269;-0,19578495020643494;2024-03-26;2024-05-23
71;AITECH-USD;Xv_pb_10N_30d;0;3;0,0;300;277,80522215909764;-0,07398259280300787;2024-05-11;2024-05-13
72;AKRO-USD;Xv_pb_20N_30d;4;45;0,08888888888888889;4500;4222,072758182603;-0,06176160929275486;2024-03-30;2024-06-18
73;AKRO-USD;lr_pb_10N_30d;12;37;0,32432432432432434;3700;4194,157791695657;0,13355615991774505;2024-01-01;2024-06-29
74;AKRO-USD;Xv_pb_10N_15d;17;105;0,1619047619047619;10500;10955,198773428838;0,04335226413607979;2024-01-17;2024-07-10
75;AKRO-USD;Xv_pb_10P_30d;13;49;0,2653061224489796;4900;4994,59607280966;0,019305320981563213;2024-02-11;2024-05-23
76;AKRO-USD;Xv_pb_10N_30d;1;1;1,0;100;74,12893292953689;-0,2587106707046311;2024-06-04;2024-06-04
77;AKT-USD;Xv_pb_20N_30d;30;126;0,23809523809523808;12600;14156,696170946521;0,12354731515448582;2024-01-01;2024-07-10
78;AKT-USD;rf_pb_25N_30d;1;1;1,0;100;53,2450144905886;-0,46754985509411395;2024-05-20;2024-05-20
79;AKT-USD;Xv_pb_15N_30d;30;48;0,625;4800;3967,97032788687;-0,17333951502356873;2024-02-19;2024-06-08
80;AKT-USD;lr_pb_10N_30d;18;55;0,32727272727272727;5500;6910,071381674173;0,2563766148498496;2024-01-01;2024-06-17
81;AKT-USD;Xv_pb_10N_15d;33;125;0,264;12500;13257,770700113195;0,060621656009055586;2024-01-03;2024-07-10
82;AKT-USD;Xv_pb_10P_30d;51;110;0,4636363636363636;11000;12403,18350824808;0,12756213711346176;2024-01-01;2024-06-06
83;AKT-USD;Xv_pb_10N_30d;2;20;0,1;2000;2371,012050309891;0,18550602515494552;2024-01-03;2024-06-14
84;ALEPH-USD;Xv_pb_20N_30d;28;79;0,35443037974683544;7900;9952,687726060329;0,2598338893747252;2024-01-01;2024-07-10
85;ALEPH-USD;lr_pb_10N_30d;30;74;0,40540540540540543;7400;9049,86140550602;0,2229542439873001;2024-01-01;2024-05-31
86;ALEPH-USD;Xv_pb_10N_15d;46;106;0,4339622641509434;10600;11211,427807055323;0,05768186859012479;2024-01-18;2024-07-10
87;ALEPH-USD;Xv_pb_10P_30d;26;74;0,35135135135135137;7400;7814,523531772946;0,056016693482830504;2024-01-01;2024-06-08
88;ALEX-USD;Xv_pb_20N_30d;32;56;0,5714285714285714;5600;4776,760926444797;-0,1470069774205719;2024-01-02;2024-05-11
89;ALEX-USD;lr_pb_10N_30d;22;71;0,30985915492957744;7100;7630,069946423296;0,07465773893285856;2024-01-01;2024-06-04
90;ALEX-USD;Xv_pb_10N_15d;56;115;0,48695652173913045;11500;11534,712092640197;0,0030184428382779753;2024-01-19;2024-07-10
91;ALEX-USD;Xv_pb_10P_30d;25;65;0,38461538461538464;6500;6084,035112157348;-0,06399459812963883;2024-01-01;2024-05-06
92;ALGO-USD;Xv_pb_20N_30d;4;62;0,06451612903225806;6200;6021,08356017406;-0,028857490294506447;2024-01-02;2024-06-18
93;ALGO-USD;lr_pb_10N_30d;6;14;0,42857142857142855;1400;1650,4097629660696;0,17886411640433542;2024-01-01;2024-05-18
94;ALGO-USD;Xv_pb_10N_15d;27;125;0,216;12500;12475,893158960509;-0,0019285472831592778;2024-01-18;2024-07-10
95;ALGO-USD;Xv_pb_10P_30d;21;48;0,4375;4800;4974,861211721151;0,03642941910857322;2024-01-01;2024-04-12
96;ALGO-USD;Xv_pb_10N_30d;1;12;0,08333333333333333;1200;1745,1817918649613;0,4543181598874677;2024-01-30;2024-04-24
97;ALICE-USD;Xv_pb_20N_30d;25;103;0,24271844660194175;10300;10935,869198410383;0,06173487363207597;2024-01-01;2024-07-03
98;ALICE-USD;lr_pb_10N_30d;17;31;0,5483870967741935;3100;3152,169328373513;0,01682881560435905;2024-01-01;2024-06-17
99;ALICE-USD;Xv_pb_10N_15d;33;111;0,2972972972972973;11100;11606,489960371377;0,045629726159583474;2024-01-21;2024-07-10
100;ALICE-USD;Xv_pb_10P_30d;22;101;0,21782178217821782;10100;9134,310122842186;-0,09561285912453608;2024-01-01;2024-06-18
101;ALICE-USD;Xv_pb_10N_30d;3;24;0,125;2400;3018,1335320388807;0,25755563834953366;2024-01-24;2024-05-27
102;ALPHA-USD;Xv_pb_20N_30d;14;58;0,2413793103448276;5800;5953,032339204687;0,02638488606977356;2024-01-02;2024-06-17
103;ALPHA-USD;lr_pb_10N_30d;8;38;0,21052631578947367;3800;5147,184350117496;0,3545221973993411;2024-01-01;2024-02-21
104;ALPHA-USD;Xv_pb_10N_15d;42;136;0,3088235294117647;13600;13694,310546047884;0,006934598974109095;2024-01-18;2024-07-10
105;ALPHA-USD;Xv_pb_10P_30d;15;47;0,3191489361702128;4700;4680,98372588983;-0,0040460157681213495;2024-01-01;2024-04-12
106;ALPINE-USD;Xv_pb_20N_30d;11;57;0,19298245614035087;5700;5383,867726171098;-0,05546180242612313;2024-01-19;2024-05-12
107;ALPINE-USD;Xv_pb_15N_30d;19;43;0,4418604651162791;4300;4079,735429748709;-0,05122431866309091;2024-01-01;2024-04-04
108;ALPINE-USD;lr_pb_10N_30d;11;42;0,2619047619047619;4200;4434,572300613638;0,05585054776515184;2024-01-06;2024-06-11
109;ALPINE-USD;Xv_pb_10N_15d;18;103;0,17475728155339806;10300;10094,709531967903;-0,01993111340117448;2024-01-18;2024-07-10
110;ALPINE-USD;Xv_pb_10P_30d;24;101;0,2376237623762376;10100;9827,00467081529;-0,027029240513337674;2024-01-01;2024-05-23
111;ALPINE-USD;Xv_pb_10N_30d;20;65;0,3076923076923077;6500;6288,083160387778;-0,03260259070957265;2024-01-01;2024-07-01
112;AMB-USD;Xv_pb_20N_30d;13;34;0,38235294117647056;3400;3066,6105800448186;-0,09805571175152396;2024-03-14;2024-06-11
113;AMB-USD;lr_pb_10N_30d;7;26;0,2692307692307692;2600;3488,7933422412116;0,34184359316969676;2024-02-02;2024-03-19
114;AMB-USD;Xv_pb_10N_15d;34;123;0,2764227642276423;12300;12087,681387380459;-0,017261675822726946;2024-01-16;2024-07-10
115;AMB-USD;Xv_pb_10P_30d;20;36;0,5555555555555556;3600;3994,324702499453;0,10953463958318138;2024-02-11;2024-04-12
116;AMP-USD;Xv_pb_20N_30d;9;81;0,1111111111111111;8100;7963,924729324366;-0,016799416132794304;2024-01-02;2024-07-10
117;AMP-USD;lr_pb_10N_30d;30;96;0,3125;9600;13102,646357615678;0,3648589955849665;2024-01-01;2024-06-25
118;AMP-USD;Xv_pb_10N_15d;38;108;0,35185185185185186;10800;10900,589060974171;0,009313801942052865;2024-01-18;2024-07-10
119;AMP-USD;Xv_pb_10P_30d;35;78;0,44871794871794873;7800;11255,618258949335;0,4430279819165814;2024-01-01;2024-05-23
120;AMPL-USD;Xv_pb_20N_30d;5;47;0,10638297872340426;4700;5093,660462902179;0,08375754529833586;2024-01-01;2024-07-06
121;AMPL-USD;Xv_pb_15N_30d;1;2;0,5;200;154,07155446727074;-0,22964222766364628;2024-05-17;2024-06-06
122;AMPL-USD;lr_pb_10N_30d;25;56;0,44642857142857145;5600;5872,924208762339;0,048736465850417646;2024-01-01;2024-06-11
123;AMPL-USD;Xv_pb_10N_15d;22;138;0,15942028985507245;13800;14620,319074902716;0,05944341122483451;2024-01-01;2024-07-10
124;AMPL-USD;Xv_pb_10P_30d;15;79;0,189873417721519;7900;7068,486546071806;-0,10525486758584739;2024-01-01;2024-06-12
125;AMPL-USD;Xv_pb_10N_30d;8;37;0,21621621621621623;3700;4170,647847604521;0,12720212097419495;2024-01-03;2024-07-10
126;ANALOS-USD;Xv_pb_10N_15d;0;4;0,0;400;438,64342444529734;0,09660856111324335;2024-07-07;2024-07-10
127;ANKR-USD;Xv_pb_20N_30d;7;85;0,08235294117647059;8500;8179,935202810063;-0,03765468202234554;2024-01-01;2024-07-10
128;ANKR-USD;lr_pb_10N_30d;3;8;0,375;800;983,7439117800591;0,22967988972507386;2024-01-01;2024-02-10
129;ANKR-USD;Xv_pb_10N_15d;37;113;0,3274336283185841;11300;11699,180776437399;0,0353257324280884;2024-01-14;2024-07-10
130;ANKR-USD;Xv_pb_10P_30d;15;51;0,29411764705882354;5100;5400,970062493701;0,05901373774386301;2024-01-01;2024-05-23
131;ANKR-USD;Xv_pb_10N_30d;5;7;0,7142857142857143;700;549,2579844007998;-0,21534573657028594;2024-01-14;2024-06-13
132;APE-USD;Xv_pb_20N_30d;7;52;0,1346153846153846;5200;5490,9774793310535;0,05595720756366413;2024-01-01;2024-05-30
133;APE-USD;Xv_pb_15N_30d;0;1;0,0;100;90,45340448290091;-0,09546595517099092;2024-01-02;2024-01-02
134;APE-USD;lr_pb_10N_30d;3;27;0,1111111111111111;2700;3394,558142969534;0,25724375665538296;2024-01-01;2024-02-05
135;APE-USD;Xv_pb_10N_15d;40;132;0,30303030303030304;13200;13053,494776528014;-0,011098880566059548;2024-01-13;2024-07-10
136;APE-USD;Xv_pb_10P_30d;9;68;0,1323529411764706;6800;5601,41132815644;-0,1762630399769942;2024-01-01;2024-04-11
137;APE-USD;Xv_pb_10N_30d;21;41;0,5121951219512195;4100;3803,8619786530953;-0,072228785694367;2024-01-05;2024-07-01
138;API3-USD;Xv_pb_20N_30d;49;141;0,3475177304964539;14100;15615,58572049431;0,10748834897122762;2024-01-01;2024-07-10
139;API3-USD;rf_pb_25N_30d;1;3;0,3333333333333333;300;295,2384528243155;-0,01587182391894828;2024-02-04;2024-06-06
140;API3-USD;Xv_pb_15N_30d;16;34;0,47058823529411764;3400;2852,944844701218;-0,1608985750878771;2024-01-09;2024-03-29
141;API3-USD;lr_pb_10N_30d;6;38;0,15789473684210525;3800;4807,4161840690285;0,2651095221234286;2024-01-01;2024-02-28
142;API3-USD;Xv_pb_10N_15d;26;119;0,2184873949579832;11900;12217,139764592945;0,026650400385961732;2024-01-19;2024-07-10
143;API3-USD;Xv_pb_10P_30d;36;102;0,35294117647058826;10200;10914,319182385954;0,07003129239077983;2024-01-01;2024-06-16
144;API3-USD;Xv_pb_10N_30d;14;35;0,4;3500;3643,8723534064957;0,04110638668757019;2024-01-03;2024-07-10
145;AR-USD;Xv_pb_20N_30d;38;159;0,2389937106918239;15900;19303,37205931998;0,21404855718993582;2024-01-01;2024-07-10
146;AR-USD;Xv_pb_15N_30d;41;105;0,3904761904761905;10500;11750,590822610044;0,11910388786762321;2024-01-01;2024-07-10
147;AR-USD;lr_pb_10N_30d;5;25;0,2;2500;4221,78116171237;0,688712464684948;2024-01-01;2024-05-31
148;AR-USD;Xv_pb_10N_15d;33;126;0,2619047619047619;12600;14664,993705474515;0,1638883893233742;2024-01-13;2024-07-10
149;AR-USD;Xv_pb_10P_30d;54;132;0,4090909090909091;13200;16843,248969533797;0,27600370981316646;2024-01-01;2024-06-13
150;AR-USD;Xv_pb_10N_30d;0;3;0,0;300;282,90553468488645;-0,056981551050378505;2024-01-03;2024-01-05
151;ARKER-USD;Xv_pb_20N_30d;5;7;0,7142857142857143;700;528,0800618528399;-0,24559991163880016;2024-04-13;2024-06-11
152;ARKER-USD;lr_pb_10N_30d;19;20;0,95;2000;1039,135651736096;-0,48043217413195205;2024-03-09;2024-05-28
153;ARKER-USD;Xv_pb_10N_15d;44;74;0,5945945945945946;7400;6221,409099186994;-0,15926904065040617;2024-03-14;2024-07-10
154;ARKER-USD;Xv_pb_10P_30d;0;6;0,0;600;334,06117933060466;-0,4432313677823256;2024-03-23;2024-05-19
155;ARKER-USD;Xv_pb_10N_30d;2;3;0,6666666666666666;300;254,96176730792934;-0,15012744230690223;2024-04-23;2024-05-03
156;ARKM-USD;Xv_pb_20N_30d;37;84;0,44047619047619047;8400;7769,176627755976;-0,0750980205052409;2024-03-09;2024-07-10
157;ARKM-USD;Xv_pb_15N_30d;28;30;0,9333333333333333;3000;2057,951098322433;-0,31401630055918894;2024-03-06;2024-06-06
158;ARKM-USD;lr_pb_10N_30d;13;23;0,5652173913043478;2300;2678,6850472811207;0,16464567273092204;2024-02-15;2024-06-07
159;ARKM-USD;Xv_pb_10N_15d;30;77;0,38961038961038963;7700;8189,177056318515;0,06352948783357332;2024-02-16;2024-07-10
160;ARKM-USD;Xv_pb_10P_30d;35;110;0,3181818181818182;11000;11737,142095472098;0,06701291777019072;2024-02-15;2024-06-13
161;ARKM-USD;Xv_pb_10N_30d;0;1;0,0;100;105,96994797474528;0,059699479747452815;2024-04-22;2024-04-22
162;ARPA-USD;Xv_pb_20N_30d;17;74;0,22972972972972974;7400;6802,990630583433;-0,0806769418130496;2024-01-01;2024-06-29
163;ARPA-USD;lr_pb_10N_30d;9;40;0,225;4000;4586,186621710398;0,14654665542759948;2024-01-01;2024-05-18
164;ARPA-USD;Xv_pb_10N_15d;41;121;0,33884297520661155;12100;11860,28422367447;-0,01981122118392817;2024-01-18;2024-07-10
165;ARPA-USD;Xv_pb_10P_30d;28;64;0,4375;6400;6750,090420701849;0,05470162823466396;2024-01-01;2024-06-05
166;ARPA-USD;Xv_pb_10N_30d;0;1;0,0;100;115,76912787630708;0,15769127876307082;2024-05-03;2024-05-03
167;ARX-USD;Xv_pb_20N_30d;11;27;0,4074074074074074;2700;2213,644087867844;-0,1801318193082059;2024-03-14;2024-04-29
168;ARX-USD;lr_pb_10N_30d;24;65;0,36923076923076925;6500;6670,908055685707;0,026293547028570313;2024-01-02;2024-06-25
169;ARX-USD;Xv_pb_10N_15d;46;96;0,4791666666666667;9600;8872,889488823246;-0,07574067824757852;2024-01-17;2024-07-03
170;ARX-USD;Xv_pb_10P_30d;14;41;0,34146341463414637;4100;4166,648371788949;0,016255700436328947;2024-01-02;2024-05-23
171;ARX-USD;Xv_pb_10N_30d;0;5;0,0;500;614,6926555030201;0,22938531100604018;2024-01-29;2024-02-19
172;ASTR-USD;Xv_pb_20N_30d;4;48;0,08333333333333333;4800;4520,578230386555;-0,05821286866946764;2024-01-01;2024-05-11
173;ASTR-USD;lr_pb_10N_30d;25;45;0,5555555555555556;4500;4359,101493848539;-0,03131077914476919;2024-01-01;2024-03-03
174;ASTR-USD;Xv_pb_10N_15d;40;125;0,32;12500;11921,752148246102;-0,046259828140311876;2024-01-18;2024-07-10
175;ASTR-USD;Xv_pb_10P_30d;8;41;0,1951219512195122;4100;3896,222275376379;-0,049701884054541706;2024-01-01;2024-03-02
176;ASTR-USD;Xv_pb_10N_30d;6;6;1,0;600;445,3988700252522;-0,25766854995791294;2024-03-29;2024-04-12
177;ATA-USD;Xv_pb_20N_30d;15;68;0,22058823529411764;6800;6032,610146998373;-0,11285144897082747;2024-03-14;2024-07-10
178;ATA-USD;lr_pb_10N_30d;8;13;0,6153846153846154;1300;1330,7699330910748;0,02366917930082676;2024-01-01;2024-05-18
179;ATA-USD;Xv_pb_10N_15d;38;101;0,37623762376237624;10100;10421,875619640488;0,03186887323173152;2024-01-19;2024-07-10
180;ATA-USD;Xv_pb_10P_30d;17;56;0,30357142857142855;5600;5728,228772701717;0,022897995125306676;2024-01-01;2024-05-23
181;ATOM-USD;Xv_pb_20N_30d;36;160;0,225;16000;14984,385125896724;-0,06347592963145474;2024-01-01;2024-07-10
182;ATOM-USD;rf_pb_25N_30d;0;1;0,0;100;83,17746605769845;-0,16822533942301546;2024-01-01;2024-01-01
183;ATOM-USD;Xv_pb_15N_30d;54;116;0,46551724137931033;11600;10284,714198437572;-0,11338670703124379;2024-01-01;2024-06-28
184;ATOM-USD;lr_pb_10N_30d;3;17;0,17647058823529413;1700;1844,3741559666146;0,08492597409800857;2024-01-01;2024-02-28
185;ATOM-USD;Xv_pb_10N_15d;28;123;0,22764227642276422;12300;12035,441545514614;-0,02150881743783629;2024-01-18;2024-07-10
186;ATOM-USD;Xv_pb_10P_30d;9;60;0,15;6000;5534,639361249067;-0,07756010645848876;2024-01-01;2024-04-10
187;ATOM-USD;Xv_pb_10N_30d;45;94;0,4787234042553192;9400;8868,978613321504;-0,05649163688069108;2024-01-24;2024-07-10
188;AUCTION-USD;Xv_pb_20N_30d;50;166;0,30120481927710846;16600;16123,187144215985;-0,02872366601108527;2024-01-01;2024-07-10
189;AUCTION-USD;rf_pb_25N_30d;2;3;0,6666666666666666;300;221,18143438776704;-0,26272855204077655;2024-06-11;2024-06-17
190;AUCTION-USD;Xv_pb_15N_30d;66;137;0,48175182481751827;13700;12379,186845609647;-0,0964097192985659;2024-01-01;2024-07-10
191;AUCTION-USD;lr_pb_10N_30d;28;66;0,42424242424242425;6600;6427,33399367527;-0,026161516109807575;2024-01-01;2024-06-13
192;AUCTION-USD;Xv_pb_10N_15d;50;129;0,3875968992248062;12900;12588,236159656473;-0,024167739561513697;2024-01-04;2024-07-10
193;AUCTION-USD;Xv_pb_10P_30d;24;79;0,3037974683544304;7900;7597,860241794937;-0,03824553901329913;2024-01-01;2024-06-19
194;AUDIO-USD;Xv_pb_20N_30d;9;50;0,18;5000;5006,403173478022;0,0012806346956043854;2024-01-01;2024-05-11
195;AUDIO-USD;lr_pb_10N_30d;18;34;0,5294117647058824;3400;3468,9070047462;0,02026676610182355;2024-01-02;2024-06-22
196;AUDIO-USD;Xv_pb_10N_15d;31;114;0,2719298245614035;11400;11596,833792536452;0,017266122152320366;2024-01-18;2024-07-10
197;AUDIO-USD;Xv_pb_10P_30d;14;49;0,2857142857142857;4900;4696,557710556213;-0,04151883458036462;2024-01-01;2024-05-23
198;AUDIO-USD;Xv_pb_10N_30d;0;1;0,0;100;158,51470829821096;0,5851470829821096;2024-02-08;2024-02-08
199;AURY-USD;Xv_pb_20N_30d;18;38;0,47368421052631576;3800;3300,458694426665;-0,13145823830877243;2024-01-01;2024-04-19
200;AURY-USD;lr_pb_10N_30d;32;50;0,64;5000;4225,847579650987;-0,15483048406980252;2024-01-11;2024-06-05
201;AURY-USD;Xv_pb_10N_15d;50;90;0,5555555555555556;9000;8107,807175361676;-0,0991325360709249;2024-01-19;2024-06-17
