;Symbol;model;number_correct_entries;number_entries;percent_correct_entries;simulate_entry;simulate_return;simulate_variation;first_entry;last_entry
0;1CAT-USD;Xv_pb_10N_15d;0;5;0,0;500;768,6421733399487;0,5372843466798974;2024-07-06;2024-07-10
1;1INCH-USD;Xv_pb_10N_30d;1;5;0,2;500;474,7851457970112;-0,05042970840597764;2024-01-03;2024-04-22
2;1INCH-USD;Xv_pb_20N_30d;15;115;0,13043478260869565;11500;11690,542250498194;0,016568891347669073;2024-01-01;2024-06-30
3;1INCH-USD;rf_pb_10P_15d;16;31;0,5161290322580645;3100;3264,231929718669;0,05297804184473197;2024-01-05;2024-07-10
4;1INCH-USD;rf_pb_10N_30d;14;19;0,7368421052631579;1900;1640,1553289775875;-0,1367603531696908;2024-02-28;2024-06-09
5;1INCH-USD;rf_pb_20P_30d;0;1;0,0;100;79,58233099737058;-0,20417669002629424;2024-05-28;2024-05-28
6;1INCH-USD;Xv_pb_10N_15d;44;155;0,2838709677419355;15500;15529,677073477427;0,0019146499017695005;2024-01-04;2024-07-10
7;1INCH-USD;rf_pb_25N_30d;0;2;0,0;200;185,32806447862427;-0,07335967760687864;2024-05-22;2024-06-01
8;1INCH-USD;rf_pb_15P_15d;13;57;0,22807017543859648;5700;5554,891377557835;-0,02545765306002897;2024-01-04;2024-06-12
9;1INCH-USD;rf_pb_10N_15d;1;8;0,125;800;811,5390127822992;0,014423765977874013;2024-07-01;2024-07-10
10;1INCH-USD;rf_pb_10N_7d;1;4;0,25;400;384,1496829907775;-0,03962579252305631;2024-06-06;2024-07-10
11;1INCH-USD;rf_pb_10P_30d;15;55;0,2727272727272727;5500;5661,696566661125;0,029399375756568175;2024-01-06;2024-07-07
12;1INCH-USD;Xv_pb_10P_30d;39;107;0,3644859813084112;10700;10907,1278960946;0,01935774729856076;2024-01-01;2024-06-11
13;1INCH-USD;lr_pb_10N_30d;18;70;0,2571428571428571;7000;7752,403003700399;0,10748614338577123;2024-01-01;2024-06-11
14;1INCH-USD;rf_pb_15N_30d;13;44;0,29545454545454547;4400;4444,167534302388;0,010038075977815466;2024-01-02;2024-06-07
15;1INCH-USD;rf_pb_15P_30d;18;79;0,22784810126582278;7900;7866,536475938207;-0,004235889121745907;2024-01-06;2024-07-10
16;AA-USD;Xv_pb_10N_30d;1;22;0,045454545454545456;2200;2177,1314885725487;-0,010394777921568758;2024-01-04;2024-05-26
17;AA-USD;Xv_pb_20N_30d;23;87;0,26436781609195403;8700;8218,978011946921;-0,0552898836842619;2024-01-01;2024-06-25
18;AA-USD;rf_pb_10P_15d;5;7;0,7142857142857143;700;790,0620357977888;0,12866005113969825;2024-03-25;2024-03-31
19;AA-USD;rf_pb_10N_30d;6;31;0,1935483870967742;3100;2989,0410509486583;-0,03579320937140056;2024-03-20;2024-06-11
20;AA-USD;Xv_pb_10N_15d;21;128;0,1640625;12800;12954,434685229942;0,012065209783589239;2024-01-04;2024-07-10
21;AA-USD;rf_pb_25N_30d;8;34;0,23529411764705882;3400;3050,685244760559;-0,10273963389395328;2024-02-01;2024-06-18
22;AA-USD;rf_pb_15P_15d;21;56;0,375;5600;5611,376959691198;0,0020315999448567773;2024-01-01;2024-05-06
23;AA-USD;rf_pb_10N_7d;13;53;0,24528301886792453;5300;5691,386962235852;0,07384659664827388;2024-01-01;2024-04-29
24;AA-USD;rf_pb_10P_30d;18;41;0,43902439024390244;4100;4578,583257983526;0,11672762389842097;2024-01-12;2024-06-18
25;AA-USD;Xv_pb_10P_30d;14;71;0,19718309859154928;7100;6479,038436951597;-0,08745937507723989;2024-01-01;2024-05-23
26;AA-USD;lr_pb_10N_30d;51;118;0,4322033898305085;11800;11215,16702500216;-0,049562116525240694;2024-01-01;2024-06-25
27;AA-USD;rf_pb_15N_30d;12;25;0,48;2500;2261,788135721489;-0,09528474571140431;2024-01-02;2024-05-18
28;AA-USD;rf_pb_15P_30d;12;64;0,1875;6400;6468,586172264944;0,01071658941639754;2024-03-06;2024-07-10
29;AAVE-USD;rf_pb_25P_30d;2;8;0,25;800;837,2942657223732;0,04661783215296651;2024-05-24;2024-07-06
30;AAVE-USD;Xv_pb_10N_30d;9;81;0,1111111111111111;8100;9297,697984526727;0,14786394870700334;2024-01-05;2024-07-10
31;AAVE-USD;rf_pb_20N_30d;11;75;0,14666666666666667;7500;7945,182759801592;0,05935770130687888;2024-02-03;2024-07-10
32;AAVE-USD;Xv_pb_20N_30d;32;173;0,18497109826589594;17300;17843,818420111573;0,03143459075789438;2024-01-01;2024-07-10
33;AAVE-USD;rf_pb_10P_15d;7;61;0,11475409836065574;6100;5613,47579381224;-0,07975806658815734;2024-01-05;2024-07-01
34;AAVE-USD;rf_pb_10N_30d;0;6;0,0;600;634,7271408004955;0,057878568000825796;2024-05-07;2024-07-10
35;AAVE-USD;rf_pb_20P_30d;0;10;0,0;1000;872,621269640153;-0,12737873035984706;2024-01-10;2024-06-08
36;AAVE-USD;Xv_pb_10N_15d;42;191;0,2198952879581152;19100;19285,439553724107;0,009708877158330215;2024-01-01;2024-07-10
37;AAVE-USD;rf_pb_25N_30d;0;70;0,0;7000;7297,530302226757;0,04250432888953674;2024-01-01;2024-07-03
38;AAVE-USD;rf_pb_15P_15d;0;41;0,0;4100;3576,4154819425466;-0,12770354098962278;2024-01-05;2024-06-30
39;AAVE-USD;rf_pb_10N_15d;8;55;0,14545454545454545;5500;5811,624989389927;0,056659088979986665;2024-01-07;2024-07-10
40;AAVE-USD;rf_pb_10N_7d;6;46;0,13043478260869565;4600;4706,947842369652;0,02324953094992432;2024-04-28;2024-07-01
41;AAVE-USD;rf_pb_10P_30d;0;6;0,0;600;510,7679755078718;-0,14872004082021362;2024-01-10;2024-06-03
42;AAVE-USD;Xv_pb_10P_30d;46;137;0,3357664233576642;13700;13798,178373196422;0,007166304612877547;2024-01-01;2024-07-06
