name_file,name_model,target,version,date_add,true_negative,false_positive,false_negative,true_positive,accuracy,precision,recall,auc_roc,f1_score
logistic_regression_v1.6_bl_target_20N_30d,lr_pb_20N_30d,bl_target_20N_30d,v1.6,2024-08-03,746,594,84,122,0.5614489003880984,0.17039106145251395,0.5922330097087378,0.6090530357919142,0.26464208242950105
random_forest_v1.6_bl_target_20N_30d,rf_pb_20N_30d,bl_target_20N_30d,v1.6,2024-08-03,1187,153,10,196,0.8945666235446313,0.5616045845272206,0.9514563106796117,0.9686802637298941,0.7063063063063063
XGB_v1.6_bl_target_20N_30d,Xv_pb_20N_30d,bl_target_20N_30d,v1.6,2024-08-03,1155,185,19,187,0.8680465717981889,0.5026881720430108,0.9077669902912622,0.9468971888132155,0.6470588235294118
logistic_regression_v1.6_bl_target_25N_30d,lr_pb_25N_30d,bl_target_25N_30d,v1.6,2024-08-03,806,595,50,95,0.5827943078913325,0.13768115942028986,0.6551724137931034,0.6727165325260283,0.22754491017964076
random_forest_v1.6_bl_target_25N_30d,rf_pb_25N_30d,bl_target_25N_30d,v1.6,2024-08-03,1227,174,6,139,0.8835705045278137,0.4440894568690096,0.9586206896551724,0.9625858377021339,0.6069868995633189
XGB_v1.6_bl_target_25N_30d,Xv_pb_25N_30d,bl_target_25N_30d,v1.6,2024-08-03,1182,219,6,139,0.8544631306597671,0.388268156424581,0.9586206896551724,0.9530680056117551,0.5526838966202784
logistic_regression_v1.6_bl_target_10P_7d,lr_pb_10P_7d,bl_target_10P_7d,v1.6,2024-08-03,761,482,132,171,0.6028460543337646,0.26186830015313933,0.5643564356435643,0.6271662564486536,0.35774058577405854
random_forest_v1.6_bl_target_10P_7d,rf_pb_10P_7d,bl_target_10P_7d,v1.6,2024-08-03,1006,237,55,248,0.8111254851228978,0.511340206185567,0.8184818481848185,0.8786166227242194,0.6294416243654822
XGB_v1.6_bl_target_10P_7d,Xv_pb_10P_7d,bl_target_10P_7d,v1.6,2024-08-03,938,305,66,237,0.7600258732212161,0.43726937269372695,0.7821782178217822,0.8376359759869793,0.5609467455621303
logistic_regression_v1.6_bl_target_15P_7d,lr_pb_15P_7d,bl_target_15P_7d,v1.6,2024-08-03,794,567,64,121,0.591849935316947,0.17587209302325582,0.654054054054054,0.6661437337410886,0.27720504009163804
random_forest_v1.6_bl_target_15P_7d,rf_pb_15P_7d,bl_target_15P_7d,v1.6,2024-08-03,1063,298,41,144,0.7807244501940491,0.3257918552036199,0.7783783783783784,0.8314335643505372,0.45933014354066987
XGB_v1.6_bl_target_15P_7d,Xv_pb_15P_7d,bl_target_15P_7d,v1.6,2024-08-03,995,366,35,150,0.740620957309185,0.29069767441860467,0.8108108108108109,0.8206326826459083,0.427960057061341
logistic_regression_v1.6_bl_target_20P_7d,lr_pb_20P_7d,bl_target_20P_7d,v1.6,2024-08-03,910,524,40,72,0.6351875808538163,0.12080536912751678,0.6428571428571429,0.687375473201833,0.20338983050847456
random_forest_v1.6_bl_target_20P_7d,rf_pb_20P_7d,bl_target_20P_7d,v1.6,2024-08-03,1149,285,28,84,0.797542043984476,0.22764227642276422,0.75,0.860287158796573,0.34927234927234924
XGB_v1.6_bl_target_20P_7d,Xv_pb_20P_7d,bl_target_20P_7d,v1.6,2024-08-03,1136,298,26,86,0.7904269081500647,0.22395833333333334,0.7678571428571429,0.8430775552898984,0.34677419354838707
logistic_regression_v1.6_bl_target_25P_7d,lr_pb_25P_7d,bl_target_25P_7d,v1.6,2024-08-03,909,570,10,57,0.6248382923673997,0.09090909090909091,0.8507462686567164,0.8051224607187188,0.16426512968299714
random_forest_v1.6_bl_target_25P_7d,rf_pb_25P_7d,bl_target_25P_7d,v1.6,2024-08-03,1119,360,9,58,0.7613195342820182,0.13875598086124402,0.8656716417910447,0.8923334645232256,0.23917525773195877
XGB_v1.6_bl_target_25P_7d,Xv_pb_25P_7d,bl_target_25P_7d,v1.6,2024-08-03,1060,419,10,57,0.722509702457956,0.11974789915966387,0.8507462686567164,0.8575126396415489,0.2099447513812155
logistic_regression_v1.6_bl_target_10P_15d,lr_pb_10P_15d,bl_target_10P_15d,v1.6,2024-08-03,632,469,195,250,0.5705045278137129,0.3477051460361613,0.5617977528089888,0.5999550970006837,0.429553264604811
random_forest_v1.6_bl_target_10P_15d,rf_pb_10P_15d,bl_target_10P_15d,v1.6,2024-08-03,971,130,42,403,0.888745148771022,0.7560975609756098,0.9056179775280899,0.9542367000377593,0.8241308793456034
XGB_v1.6_bl_target_10P_15d,Xv_pb_10P_15d,bl_target_10P_15d,v1.6,2024-08-03,907,194,52,393,0.8408796895213454,0.6695059625212947,0.8831460674157303,0.9293573768484218,0.7616279069767442
logistic_regression_v1.6_bl_target_15P_15d,lr_pb_15P_15d,bl_target_15P_15d,v1.6,2024-08-03,763,441,158,184,0.61254851228978,0.2944,0.5380116959064327,0.6369339045287639,0.3805584281282316
random_forest_v1.6_bl_target_15P_15d,rf_pb_15P_15d,bl_target_15P_15d,v1.6,2024-08-03,1041,163,48,294,0.8635187580853816,0.6433260393873085,0.8596491228070176,0.9360999397719104,0.7359198998748435
XGB_v1.6_bl_target_15P_15d,Xv_pb_15P_15d,bl_target_15P_15d,v1.6,2024-08-03,1010,194,49,293,0.8428201811125485,0.6016427104722792,0.8567251461988304,0.9127154125624137,0.706875753920386
logistic_regression_v1.6_bl_target_20P_15d,lr_pb_20P_15d,bl_target_20P_15d,v1.6,2024-08-03,794,494,97,161,0.6177231565329884,0.24580152671755726,0.624031007751938,0.6658120275410467,0.35268346111719606
random_forest_v1.6_bl_target_20P_15d,rf_pb_20P_15d,bl_target_20P_15d,v1.6,2024-08-03,1096,192,23,235,0.8609314359637775,0.550351288056206,0.9108527131782945,0.9485380856083586,0.6861313868613138
XGB_v1.6_bl_target_20P_15d,Xv_pb_20P_15d,bl_target_20P_15d,v1.6,2024-08-03,1057,231,26,232,0.833764553686934,0.5010799136069114,0.8992248062015504,0.9308073330444413,0.6435506241331483
logistic_regression_v1.6_bl_target_25P_15d,lr_pb_25P_15d,bl_target_25P_15d,v1.6,2024-08-03,834,525,60,127,0.6216041397153945,0.19478527607361965,0.679144385026738,0.6621178674158807,0.3027413587604291
random_forest_v1.6_bl_target_25P_15d,rf_pb_25P_15d,bl_target_25P_15d,v1.6,2024-08-03,1157,202,15,172,0.8596377749029754,0.45989304812834225,0.9197860962566845,0.9346031408750537,0.6131907308377897
XGB_v1.6_bl_target_25P_15d,Xv_pb_25P_15d,bl_target_25P_15d,v1.6,2024-08-03,1141,218,21,166,0.8454075032341527,0.4322916666666667,0.8877005347593583,0.9146195102564406,0.5814360770577933
logistic_regression_v1.6_bl_target_10P_30d,lr_pb_10P_30d,bl_target_10P_30d,v1.6,2024-08-03,550,402,258,336,0.5730918499353169,0.45528455284552843,0.5656565656565656,0.6043983249865602,0.5045045045045046
random_forest_v1.6_bl_target_10P_30d,rf_pb_10P_30d,bl_target_10P_30d,v1.6,2024-08-03,886,66,38,556,0.9327296248382924,0.8938906752411575,0.936026936026936,0.9785371219194748,0.9144736842105263
XGB_v1.6_bl_target_10P_30d,Xv_pb_10P_30d,bl_target_10P_30d,v1.6,2024-08-03,861,91,50,544,0.9087968952134541,0.8566929133858268,0.9158249158249159,0.968584656084656,0.8852725793327909
logistic_regression_v1.6_bl_target_15P_30d,lr_pb_15P_30d,bl_target_15P_30d,v1.6,2024-08-03,603,441,221,281,0.5717981888745148,0.389196675900277,0.5597609561752988,0.5960602036299247,0.45915032679738566
random_forest_v1.6_bl_target_15P_30d,rf_pb_15P_30d,bl_target_15P_30d,v1.6,2024-08-03,968,76,40,462,0.92496765847348,0.8587360594795539,0.9203187250996016,0.9750080139213262,0.8884615384615385
XGB_v1.6_bl_target_15P_30d,Xv_pb_15P_30d,bl_target_15P_30d,v1.6,2024-08-03,940,104,43,459,0.9049159120310478,0.8152753108348135,0.9143426294820717,0.9683659996031201,0.8619718309859155
logistic_regression_v1.6_bl_target_20P_30d,lr_pb_20P_30d,bl_target_20P_30d,v1.6,2024-08-03,604,524,140,278,0.5705045278137129,0.34663341645885287,0.6650717703349283,0.6313329261257592,0.4557377049180328
random_forest_v1.6_bl_target_20P_30d,rf_pb_20P_30d,bl_target_20P_30d,v1.6,2024-08-03,1023,105,22,396,0.9178525226390686,0.7904191616766467,0.9473684210526315,0.9701285673080187,0.8618063112078346
XGB_v1.6_bl_target_20P_30d,Xv_pb_20P_30d,bl_target_20P_30d,v1.6,2024-08-03,1017,111,33,385,0.906856403622251,0.7762096774193549,0.9210526315789473,0.9658687943262411,0.8424507658643325
logistic_regression_v1.6_bl_target_25P_30d,lr_pb_25P_30d,bl_target_25P_30d,v1.6,2024-08-03,615,584,110,237,0.5510996119016818,0.28867235079171744,0.6829971181556196,0.6436391517426867,0.4058219178082192
random_forest_v1.6_bl_target_25P_30d,rf_pb_25P_30d,bl_target_25P_30d,v1.6,2024-08-03,1099,100,22,325,0.9210866752910737,0.7647058823529411,0.9365994236311239,0.9708258322857904,0.8419689119170983
XGB_v1.6_bl_target_25P_30d,Xv_pb_25P_30d,bl_target_25P_30d,v1.6,2024-08-03,1094,105,26,321,0.9152652005174644,0.7535211267605634,0.9250720461095101,0.9666773223603723,0.8305304010349288
logistic_regression_v1.6_bl_target_10N_7d,lr_pb_10N_7d,bl_target_10N_7d,v1.6,2024-08-03,921,433,100,92,0.6552393272962483,0.17523809523809525,0.4791666666666667,0.5816023510585918,0.25662482566248257
random_forest_v1.6_bl_target_10N_7d,rf_pb_10N_7d,bl_target_10N_7d,v1.6,2024-08-03,1023,331,32,160,0.7652005174644243,0.3258655804480652,0.8333333333333334,0.8800044620876416,0.4685212298682284
XGB_v1.6_bl_target_10N_7d,Xv_pb_10N_7d,bl_target_10N_7d,v1.6,2024-08-03,1014,340,41,151,0.7535575679172057,0.3075356415478615,0.7864583333333334,0.8328563515509602,0.44216691068814057
logistic_regression_v1.6_bl_target_15N_7d,lr_pb_15N_7d,bl_target_15N_7d,v1.6,2024-08-03,990,458,41,57,0.6772315653298836,0.11067961165048544,0.5816326530612245,0.6567115796594881,0.18597063621533444
random_forest_v1.6_bl_target_15N_7d,rf_pb_15N_7d,bl_target_15N_7d,v1.6,2024-08-03,1074,374,18,80,0.7464424320827943,0.1762114537444934,0.8163265306122449,0.8519033994813395,0.2898550724637681
XGB_v1.6_bl_target_15N_7d,Xv_pb_15N_7d,bl_target_15N_7d,v1.6,2024-08-03,1067,381,16,82,0.7432082794307892,0.1771058315334773,0.8367346938775511,0.843690100349532,0.2923351158645276
logistic_regression_v1.6_bl_target_20N_7d,lr_pb_20N_7d,bl_target_20N_7d,v1.6,2024-08-03,814,678,23,31,0.5465717981888745,0.04372355430183357,0.5740740740740741,0.6376849369476717,0.08125819134993446
random_forest_v1.6_bl_target_20N_7d,rf_pb_20N_7d,bl_target_20N_7d,v1.6,2024-08-03,1031,461,7,47,0.6972833117723156,0.09251968503937008,0.8703703703703703,0.8693774203157582,0.16725978647686834
XGB_v1.6_bl_target_20N_7d,Xv_pb_20N_7d,bl_target_20N_7d,v1.6,2024-08-03,1022,470,4,50,0.6934023285899095,0.09615384615384616,0.9259259259259259,0.8653559725945785,0.17421602787456447
logistic_regression_v1.6_bl_target_25N_7d,lr_pb_25N_7d,bl_target_25N_7d,v1.6,2024-08-03,828,690,14,14,0.5446313065976714,0.019886363636363636,0.5,0.5704874835309618,0.03825136612021858
random_forest_v1.6_bl_target_25N_7d,rf_pb_25N_7d,bl_target_25N_7d,v1.6,2024-08-03,1020,498,5,23,0.6746442432082794,0.044145873320537425,0.8214285714285714,0.8130411255411255,0.0837887067395264
XGB_v1.6_bl_target_25N_7d,Xv_pb_25N_7d,bl_target_25N_7d,v1.6,2024-08-03,1004,514,5,23,0.6642949547218628,0.04283054003724395,0.8214285714285714,0.79493694711086,0.08141592920353984
logistic_regression_v1.6_bl_target_10N_15d,lr_pb_10N_15d,bl_target_10N_15d,v1.6,2024-08-03,686,550,112,198,0.5717981888745148,0.2647058823529412,0.6387096774193548,0.6413665309531268,0.3742911153119093
random_forest_v1.6_bl_target_10N_15d,rf_pb_10N_15d,bl_target_10N_15d,v1.6,2024-08-03,1044,192,46,264,0.8460543337645536,0.5789473684210527,0.8516129032258064,0.9255167554024428,0.6892950391644909
XGB_v1.6_bl_target_10N_15d,Xv_pb_10N_15d,bl_target_10N_15d,v1.6,2024-08-03,1006,230,56,254,0.815006468305304,0.5247933884297521,0.8193548387096774,0.8933865747990396,0.6397984886649873
logistic_regression_v1.6_bl_target_15N_15d,lr_pb_15N_15d,bl_target_15N_15d,v1.6,2024-08-03,829,530,79,108,0.6060802069857697,0.16927899686520376,0.5775401069518716,0.6409124356144225,0.26181818181818184
random_forest_v1.6_bl_target_15N_15d,rf_pb_15N_15d,bl_target_15N_15d,v1.6,2024-08-03,1160,199,24,163,0.8557567917205692,0.45027624309392267,0.8716577540106952,0.9147906804704623,0.5938069216757741
XGB_v1.6_bl_target_15N_15d,Xv_pb_15N_15d,bl_target_15N_15d,v1.6,2024-08-03,1131,228,29,158,0.833764553686934,0.40932642487046633,0.8449197860962567,0.896133127142087,0.5514834205933683
logistic_regression_v1.6_bl_target_20N_15d,lr_pb_20N_15d,bl_target_20N_15d,v1.6,2024-08-03,985,441,65,55,0.6727037516170763,0.11088709677419355,0.4583333333333333,0.6349696119682096,0.17857142857142855
random_forest_v1.6_bl_target_20N_15d,rf_pb_20N_15d,bl_target_20N_15d,v1.6,2024-08-03,1190,236,7,113,0.8428201811125485,0.3237822349570201,0.9416666666666667,0.9464936886395512,0.48187633262260127
XGB_v1.6_bl_target_20N_15d,Xv_pb_20N_15d,bl_target_20N_15d,v1.6,2024-08-03,1168,258,14,106,0.8240620957309185,0.29120879120879123,0.8833333333333333,0.9174964936886394,0.4380165289256199
logistic_regression_v1.6_bl_target_25N_15d,lr_pb_25N_15d,bl_target_25N_15d,v1.6,2024-08-03,844,625,17,60,0.5847347994825356,0.08759124087591241,0.7792207792207793,0.7304111817386154,0.15748031496062992
random_forest_v1.6_bl_target_25N_15d,rf_pb_25N_15d,bl_target_25N_15d,v1.6,2024-08-03,1244,225,10,67,0.8479948253557568,0.22945205479452055,0.8701298701298701,0.9301804390299965,0.3631436314363144
XGB_v1.6_bl_target_25N_15d,Xv_pb_25N_15d,bl_target_25N_15d,v1.6,2024-08-03,1198,271,12,65,0.8169469598965071,0.19345238095238096,0.8441558441558441,0.8943976377604698,0.314769975786925
logistic_regression_v1.6_bl_target_10N_30d,lr_pb_10N_30d,bl_target_10N_30d,v1.6,2024-08-03,697,427,222,200,0.5802069857697283,0.3189792663476874,0.47393364928909953,0.5745644364237406,0.38131553860819833
random_forest_v1.6_bl_target_10N_30d,rf_pb_10N_30d,bl_target_10N_30d,v1.6,2024-08-03,1018,106,42,380,0.9042690815006468,0.7818930041152263,0.9004739336492891,0.969308158067835,0.8370044052863436
XGB_v1.6_bl_target_10N_30d,Xv_pb_10N_30d,bl_target_10N_30d,v1.6,2024-08-03,1007,117,45,377,0.8952134540750324,0.7631578947368421,0.8933649289099526,0.9560704828726113,0.8231441048034934
logistic_regression_v1.6_bl_target_15N_30d,lr_pb_15N_30d,bl_target_15N_30d,v1.6,2024-08-03,541,707,73,225,0.49547218628719275,0.24141630901287553,0.7550335570469798,0.6353817114093959,0.3658536585365854
random_forest_v1.6_bl_target_15N_30d,rf_pb_15N_30d,bl_target_15N_30d,v1.6,2024-08-03,1124,124,25,273,0.9036222509702458,0.6876574307304786,0.9161073825503355,0.9712493008948546,0.7856115107913668
XGB_v1.6_bl_target_15N_30d,Xv_pb_15N_30d,bl_target_15N_30d,v1.6,2024-08-03,1110,138,31,267,0.8906856403622251,0.6592592592592592,0.8959731543624161,0.9541790354500086,0.759601706970128
logistic_regression_v1.6_bl_target_20N_30d,lr_pb_20N_30d,bl_target_20N_30d,v1.6,2024-08-03,746,594,84,122,0.5614489003880984,0.17039106145251395,0.5922330097087378,0.6090530357919142,0.26464208242950105
random_forest_v1.6_bl_target_20N_30d,rf_pb_20N_30d,bl_target_20N_30d,v1.6,2024-08-03,1186,154,12,194,0.8926261319534282,0.5574712643678161,0.941747572815534,0.9676043327054051,0.700361010830325
XGB_v1.6_bl_target_20N_30d,Xv_pb_20N_30d,bl_target_20N_30d,v1.6,2024-08-03,1155,185,19,187,0.8680465717981889,0.5026881720430108,0.9077669902912622,0.9468971888132155,0.6470588235294118
logistic_regression_v1.6_bl_target_25N_30d,lr_pb_25N_30d,bl_target_25N_30d,v1.6,2024-08-03,806,595,50,95,0.5827943078913325,0.13768115942028986,0.6551724137931034,0.6727165325260283,0.22754491017964076
random_forest_v1.6_bl_target_25N_30d,rf_pb_25N_30d,bl_target_25N_30d,v1.6,2024-08-03,1236,165,7,138,0.888745148771022,0.45544554455445546,0.9517241379310345,0.9617293066528835,0.6160714285714286
XGB_v1.6_bl_target_25N_30d,Xv_pb_25N_30d,bl_target_25N_30d,v1.6,2024-08-03,1182,219,6,139,0.8544631306597671,0.388268156424581,0.9586206896551724,0.9530680056117551,0.5526838966202784
logistic_regression_v1.6_bl_target_10P_7d,lr_pb_10P_7d,bl_target_10P_7d,v1.6,2024-08-03,761,482,132,171,0.6028460543337646,0.26186830015313933,0.5643564356435643,0.6271662564486536,0.35774058577405854
logistic_regression_v1.6_bl_target_10P_7d,lr_pb_10P_7d,bl_target_10P_7d,v1.6,2024-08-03,761,482,132,171,0.6028460543337646,0.26186830015313933,0.5643564356435643,0.6271662564486536,0.35774058577405854
random_forest_v1.6_bl_target_10P_7d,rf_pb_10P_7d,bl_target_10P_7d,v1.6,2024-08-03,994,249,61,242,0.7994825355756792,0.49287169042769857,0.7986798679867987,0.8751689328224859,0.6095717884130982
XGB_v1.6_bl_target_10P_7d,Xv_pb_10P_7d,bl_target_10P_7d,v1.6,2024-08-03,938,305,66,237,0.7600258732212161,0.43726937269372695,0.7821782178217822,0.8376359759869793,0.5609467455621303
logistic_regression_v1.6_bl_target_15P_7d,lr_pb_15P_7d,bl_target_15P_7d,v1.6,2024-08-03,794,567,64,121,0.591849935316947,0.17587209302325582,0.654054054054054,0.6661437337410886,0.27720504009163804
random_forest_v1.6_bl_target_15P_7d,rf_pb_15P_7d,bl_target_15P_7d,v1.6,2024-08-03,1061,300,42,143,0.7787839586028461,0.3227990970654628,0.772972972972973,0.8336120102468376,0.45541401273885357
XGB_v1.6_bl_target_15P_7d,Xv_pb_15P_7d,bl_target_15P_7d,v1.6,2024-08-03,995,366,35,150,0.740620957309185,0.29069767441860467,0.8108108108108109,0.8206326826459083,0.427960057061341
logistic_regression_v1.6_bl_target_20P_7d,lr_pb_20P_7d,bl_target_20P_7d,v1.6,2024-08-03,910,524,40,72,0.6351875808538163,0.12080536912751678,0.6428571428571429,0.687375473201833,0.20338983050847456
random_forest_v1.6_bl_target_20P_7d,rf_pb_20P_7d,bl_target_20P_7d,v1.6,2024-08-03,1151,283,21,91,0.8033635187580854,0.24331550802139038,0.8125,0.8717218320382546,0.3744855967078189
XGB_v1.6_bl_target_20P_7d,Xv_pb_20P_7d,bl_target_20P_7d,v1.6,2024-08-03,1136,298,26,86,0.7904269081500647,0.22395833333333334,0.7678571428571429,0.8430775552898984,0.34677419354838707
logistic_regression_v1.6_bl_target_25P_7d,lr_pb_25P_7d,bl_target_25P_7d,v1.6,2024-08-03,909,570,10,57,0.6248382923673997,0.09090909090909091,0.8507462686567164,0.8051224607187188,0.16426512968299714
random_forest_v1.6_bl_target_25P_7d,rf_pb_25P_7d,bl_target_25P_7d,v1.6,2024-08-03,1123,356,7,60,0.7652005174644243,0.14423076923076922,0.8955223880597015,0.8914908217533024,0.24844720496894407
XGB_v1.6_bl_target_25P_7d,Xv_pb_25P_7d,bl_target_25P_7d,v1.6,2024-08-03,1060,419,10,57,0.722509702457956,0.11974789915966387,0.8507462686567164,0.8575126396415489,0.2099447513812155
logistic_regression_v1.6_bl_target_10P_15d,lr_pb_10P_15d,bl_target_10P_15d,v1.6,2024-08-03,632,469,195,250,0.5705045278137129,0.3477051460361613,0.5617977528089888,0.5999550970006837,0.429553264604811
random_forest_v1.6_bl_target_10P_15d,rf_pb_10P_15d,bl_target_10P_15d,v1.6,2024-08-03,975,126,40,405,0.8926261319534282,0.7627118644067796,0.9101123595505618,0.9561583443039525,0.8299180327868853
